ZONE I=5, J=5
0.425 1.65 0.9764
0.45 1.65 0.975182
0.475 1.65 0.973963
0.5 1.65 0.972745
0.4 1.7 0.979614
0.425 1.7 0.978502
0.45 1.7 0.977391
0.475 1.7 0.97628
0.5 1.7 0.975169
0.4 1.75 0.981609
0.425 1.75 0.980605
0.45 1.75 0.979601
0.475 1.75 0.978597
0.5 1.75 0.977593
0.4 1.8 0.983604
0.425 1.8 0.982707
0.45 1.8 0.981811
0.475 1.8 0.980914
0.5 1.8 0.980018
ZONE I=5, J=5
0.5 1.6 0.970321
0.525 1.6 0.968714
0.55 1.6 0.967107
0.575 1.6 0.965501
0.6 1.6 0.963894
0.5 1.65 0.972745
0.525 1.65 0.971268
0.55 1.65 0.96979
0.575 1.65 0.968313
0.6 1.65 0.966836
0.5 1.7 0.975169
0.525 1.7 0.973821
0.55 1.7 0.972474
0.575 1.7 0.971126
0.6 1.7 0.969778
0.5 1.75 0.977593
0.525 1.75 0.976375
0.55 1.75 0.975157
0.575 1.75 0.973938
0.6 1.75 0.97272
0.5 1.8 0.980018
0.525 1.8 0.978929
0.55 1.8 0.97784
0.575 1.8 0.976751
0.6 1.8 0.975662
ZONE I=5, J=5
0.6 1.6 0.963894
0.625 1.6 0.961949
0.65 1.6 0.960004
0.675 1.6 0.958058
0.7 1.6 0.956113
0.6 1.65 0.966836
0.625 1.65 0.965047
0.65 1.65 0.963257
0.675 1.65 0.961468
0.7 1.65 0.959678
0.6 1.7 0.969778
0.625 1.7 0.968144
0.65 1.7 0.966511
0.675 1.7 0.964877
0.7 1.7 0.963244
0.6 1.75 0.97272
0.625 1.75 0.971242
0.65 1.75 0.969764
0.675 1.75 0.968287
0.7 1.75 0.966809
0.6 1.8 0.975662
0.625 1.8 0.97434
0.65 1.8 0.973018
0.675 1.8 0.971696
0.7 1.8 0.970374
ZONE I=5, J=5
0.7 1.6 0.956113
0.725 1.6 0.953761
0.75 1.6 0.951409
0.775 1.6 0.949057
0.8 1.6 0.946704
0.7 1.65 0.959678
0.725 1.65 0.957513
0.75 1.65 0.955349
0.775 1.65 0.953184
0.8 1.65 0.951019
0.7 1.7 0.963244
0.725 1.7 0.961266
0.75 1.7 0.959288
0.775 1.7 0.957311
0.8 1.7 0.955333
0.7 1.75 0.966809
0.725 1.75 0.965019
0.75 1.75 0.963228
0.775 1.75 0.961438
0.8 1.75 0.959648
0.7 1.8 0.970374
0.725 1.8 0.968771
0.75 1.8 0.967168
0.775 1.8 0.965565
0.8 1.8 0.963962
ZONE I=5, J=5
0.8 1.6 0.946704
0.825 1.6 0.943865
0.85 1.6 0.941026
0.875 1.6 0.938187
0.9 1.6 0.935348
0.8 1.65 0.951019
0.825 1.65 0.948404
0.85 1.65 0.945789
0.875 1.65 0.943174
0.9 1.65 0.94056
0.8 1.7 0.955333
0.825 1.7 0.952943
0.85 1.7 0.950552
0.875 1.7 0.948162
0.9 1.7 0.945772
0.8 1.75 0.959648
0.825 1.75 0.957482
0.85 1.75 0.955316
0.875 1.75 0.95315
0.9 1.75 0.950984
0.8 1.8 0.963962
0.825 1.8 0.96202
0.85 1.8 0.960079
0.875 1.8 0.958137
0.9 1.8 0.956196
ZONE I=5, J=5
0.9 1.6 0.935348
0.925 1.6 0.931928
0.95 1.6 0.928508
0.975 1.6 0.925088
1 1.6 0.921669
0.9 1.65 0.94056
0.925 1.65 0.937408
0.95 1.65 0.934256
0.975 1.65 0.931105
1 1.65 0.927953
0.9 1.7 0.945772
0.925 1.7 0.942888
0.95 1.7 0.940005
0.975 1.7 0.937121
1 1.7 0.934237
0.9 1.75 0.950984
0.925 1.75 0.948368
0.95 1.75 0.945753
0.975 1.75 0.943137
1 1.75 0.940522
0.9 1.8 0.956196
0.925 1.8 0.953848
0.95 1.8 0.951501
0.975 1.8 0.949153
1 1.8 0.946806
ZONE I=5, J=5
0 1.8 0.992632
0.025 1.8 0.99222
0.05 1.8 0.991808
0.075 1.8 0.991396
0.1 1.8 0.990984
0 1.85 0.993237
0.025 1.85 0.99286
0.05 1.85 0.992483
0.075 1.85 0.992106
0.1 1.85 0.991729
0 1.9 0.993843
0.025 1.9 0.993501
0.05 1.9 0.993158
0.075 1.9 0.992816
0.1 1.9 0.992473
0 1.95 0.994449
0.025 1.95 0.994141
0.05 1.95 0.993834
0.075 1.95 0.993526
0.1 1.95 0.993218
0 2 0.995055
0.025 2 0.994782
0.05 2 0.994509
0.075 2 0.994236
0.1 2 0.993963
ZONE I=5, J=5
0.1 1.8 0.990984
0.125 1.8 0.990484
0.15 1.8 0.989984
0.175 1.8 0.989484
0.2 1.8 0.988984
0.1 1.85 0.991729
0.125 1.85 0.99127
0.15 1.85 0.990812
0.175 1.85 0.990354
0.2 1.85 0.989896
0.1 1.9 0.992473
0.125 1.9 0.992057
0.15 1.9 0.991641
0.175 1.9 0.991224
0.2 1.9 0.990808
0.1 1.95 0.993218
0.125 1.95 0.992844
0.15 1.95 0.992469
0.175 1.95 0.992094
0.2 1.95 0.99172
0.1 2 0.993963
0.125 2 0.99363
0.15 2 0.993297
0.175 2 0.992964
0.2 2 0.992632
ZONE I=5, J=5
0.2 1.8 0.988984
0.225 1.8 0.988377
0.25 1.8 0.98777
0.275 1.8 0.987162
0.3 1.8 0.986555
0.2 1.85 0.989896
0.225 1.85 0.989339
0.25 1.85 0.988782
0.275 1.85 0.988225
0.3 1.85 0.987668
0.2 1.9 0.990808
0.225 1.9 0.990301
0.25 1.9 0.989795
0.275 1.9 0.989288
0.3 1.9 0.988781
0.2 1.95 0.99172
0.225 1.95 0.991263
0.25 1.95 0.990807
0.275 1.95 0.990351
0.3 1.95 0.989894
0.2 2 0.992632
0.225 2 0.992226
0.25 2 0.991819
0.275 2 0.991413
0.3 2 0.991007
ZONE I=5, J=5
0.3 1.8 0.986555
0.325 1.8 0.985817
0.35 1.8 0.98508
0.375 1.8 0.984342
0.4 1.8 0.983604
0.3 1.85 0.987668
0.325 1.85 0.986991
0.35 1.85 0.986314
0.375 1.85 0.985637
0.4 1.85 0.98496
0.3 1.9 0.988781
0.325 1.9 0.988165
0.35 1.9 0.987548
0.375 1.9 0.986932
0.4 1.9 0.986316
0.3 1.95 0.989894
0.325 1.95 0.989339
0.35 1.95 0.988783
0.375 1.95 0.988227
0.4 1.95 0.987672
0.3 2 0.991007
0.325 2 0.990512
0.35 2 0.990017
0.375 2 0.989522
0.4 2 0.989027
ZONE I=5, J=5
0.4 1.8 0.983604
0.425 1.8 0.982707
0.45 1.8 0.981811
0.475 1.8 0.980914
0.5 1.8 0.980018
0.4 1.85 0.98496
0.425 1.85 0.984136
0.45 1.85 0.983313
0.475 1.85 0.98249
0.5 1.85 0.981667
0.4 1.9 0.986316
0.425 1.9 0.985566
0.45 1.9 0.984816
0.475 1.9 0.984066
0.5 1.9 0.983316
0.4 1.95 0.987672
0.425 1.95 0.986995
0.45 1.95 0.986318
0.475 1.95 0.985642
0.5 1.95 0.984965
0.4 2 0.989027
0.425 2 0.988424
0.45 2 0.987821
0.475 2 0.987218
0.5 2 0.986614
ZONE I=5, J=5
0.5 1.8 0.980018
0.525 1.8 0.978929
0.55 1.8 0.97784
0.575 1.8 0.976751
0.6 1.8 0.975662
0.5 1.85 0.981667
0.525 1.85 0.980666
0.55 1.85 0.979666
0.575 1.85 0.978665
0.6 1.85 0.977665
0.5 1.9 0.983316
0.525 1.9 0.982404
0.55 1.9 0.981492
0.575 1.9 0.98058
0.6 1.9 0.979668
0.5 1.95 0.984965
0.525 1.95 0.984142
0.55 1.95 0.983318
0.575 1.95 0.982495
0.6 1.95 0.981672
0.5 2 0.986614
0.525 2 0.985879
0.55 2 0.985145
0.575 2 0.98441
0.6 2 0.983675
ZONE I=5, J=5
0.6 1.8 0.975662
0.625 1.8 0.97434
0.65 1.8 0.973018
0.675 1.8 0.971696
0.7 1.8 0.970374
0.6 1.85 0.977665
0.625 1.85 0.97645
0.65 1.85 0.975235
0.675 1.85 0.97402
0.7 1.85 0.972805
0.6 1.9 0.979668
0.625 1.9 0.97856
0.65 1.9 0.977452
0.675 1.9 0.976344
0.7 1.9 0.975235
0.6 1.95 0.981672
0.625 1.95 0.98067
0.65 1.95 0.979669
0.675 1.95 0.978667
0.7 1.95 0.977666
0.6 2 0.983675
0.625 2 0.98278
0.65 2 0.981886
0.675 2 0.980991
0.7 2 0.980096
ZONE I=5, J=5
0.7 1.8 0.970374
0.725 1.8 0.968771
0.75 1.8 0.967168
0.775 1.8 0.965565
0.8 1.8 0.963962
0.7 1.85 0.972805
0.725 1.85 0.97133
0.75 1.85 0.969856
0.775 1.85 0.968382
0.8 1.85 0.966907
0.7 1.9 0.975235
0.725 1.9 0.97389
0.75 1.9 0.972544
0.775 1.9 0.971198
0.8 1.9 0.969853
0.7 1.95 0.977666
0.725 1.95 0.976449
0.75 1.95 0.975232
0.775 1.95 0.974015
0.8 1.95 0.972798
0.7 2 0.980096
0.725 2 0.979008
0.75 2 0.97792
0.775 2 0.976831
0.8 2 0.975743
ZONE I=5, J=5
0.8 1.8 0.963962
0.825 1.8 0.96202
0.85 1.8 0.960079
0.875 1.8 0.958137
0.9 1.8 0.956196
0.8 1.85 0.966907
0.825 1.85 0.96512
0.85 1.85 0.963334
0.875 1.85 0.961547
0.9 1.85 0.95976
0.8 1.9 0.969853
0.825 1.9 0.96822
0.85 1.9 0.966588
0.875 1.9 0.964956
0.9 1.9 0.963324
0.8 1.95 0.972798
0.825 1.95 0.97132
0.85 1.95 0.969843
0.875 1.95 0.968365
0.9 1.95 0.966888
0.8 2 0.975743
0.825 2 0.97442
0.85 2 0.973098
0.875 2 0.971775
0.9 2 0.970452
ZONE I=5, J=5
0.9 1.8 0.956196
0.925 1.8 0.953848
0.95 1.8 0.951501
0.975 1.8 0.949153
1 1.8 0.946806
0.9 1.85 0.95976
0.925 1.85 0.957598
0.95 1.85 0.955436
0.975 1.85 0.953274
1 1.85 0.951111
0.9 1.9 0.963324
0.925 1.9 0.961347
0.95 1.9 0.95937
0.975 1.9 0.957394
1 1.9 0.955417
0.9 1.95 0.966888
0.925 1.95 0.965096
0.95 1.95 0.963305
0.975 1.95 0.961514
1 1.95 0.959722
0.9 2 0.970452
0.925 2 0.968846
0.95 2 0.96724
0.975 2 0.965634
1 2 0.964028
